UNITID,EFTOTLT,RET_PCF,RET_PCP,STUFACR,risk_score,low_retention,pct_black,pct_hispanic,pct_white,pct_international
105215,527,82,NA,35,0.45014646816871545,0,0.03415559772296015,0.1442125237191651,0.6053130929791272,0
105297,1434,48,50,16,0.3474033535081669,1,0.001394700139470014,0.0020920502092050207,0.007670850767085077,0.001394700139470014
105330,28467,75,26,19,0.08266389672352159,0,0.030315804264587066,0.2498682685214459,0.5006498752942004,0.04008149787473215
105525,16283,68,51,18,0.3656524548998723,1,0.0499293741939446,0.4983111220291101,0.3453908984830805,0.00927347540379537
105543,562,78,NA,25,0.4170375372727635,0,0.028469750889679714,0.5480427046263345,0.1494661921708185,0.0017793594306049821
105589,867,74,NA,8,0.3586349147647511,0,0.04152249134948097,0.0784313725490196,0.6978085351787774,0.0011534025374855825
105659,1417,84,NA,34,0.4622672888055509,0,0.16090331686661963,0.3577981651376147,0.25970359915314045,0
105899,1421,54,50,16,0.37846903380009944,1,0.08304011259676285,0.2561576354679803,0.494018296973962,0.03377902885292048
106041,1957,83,NA,36,0.4489128687061961,0,0.05109862033725089,0.3663771078180889,0.32958610117526826,0
106245,8216,76,50,13,0.3376121343466131,0,0.22699610516066213,0.08313047711781889,0.4752921129503408,0.07047224926971762
106306,342,23,33,13,0.4091456301336588,1,0.9152046783625731,0.02046783625730994,0.02631578947368421,0.014619883040935672
106315,106,43,NA,20,0.412729211910608,1,0.8867924528301887,0.02830188679245283,0.08490566037735849,0
106324,61,93,83,14,0.3839627807170814,0,0.09836065573770492,0.04918032786885246,0.8032786885245902,0
106342,659,71,NA,11,0.35461896931611064,0,0.07435508345978756,0.0637329286798179,0.33687405159332323,0.07738998482549317
106351,123,50,NA,25,0.4314507689529465,1,0.9186991869918699,0.024390243902439025,0.056910569105691054,0
106397,33610,86,63,20,0.081234806324764,0,0.03909550728949717,0.1118714668253496,0.7121987503719132,0.03629872061886343
106412,2005,64,27,12,0.5286244938418762,1,0.8763092269326683,0.02942643391521197,0.029925187032418952,0.03740648379052369
106449,3277,62,52,17,0.3888053175935563,1,0.06682941714983216,0.07262740311260299,0.8022581629539213,0.0012206286237412267
106458,15726,78,53,17,0.211510380354563,0,0.16412310822841156,0.050616812921276864,0.6368434439781254,0.08120310314129467
106467,8746,74,39,17,0.32422885755601605,0,0.05259547221587011,0.12199862794420306,0.7269608964097873,0.020923850903270067
106485,2856,72,75,12,0.44096664266817936,0,0.30637254901960786,0.09593837535014006,0.5406162464985994,0.008053221288515405
106494,29,86,NA,15,0.38748793959571265,0,0.20689655172413793,0,0.7586206896551724,0
106546,583,67,NA,8,0.37868186819411,1,0.34305317324185247,0.06689536878216124,0.5128644939965694,0.008576329331046312
106625,1705,57,65,16,0.3808011978152932,1,0.02873900293255132,0.0281524926686217,0.8826979472140762,0
106704,10112,73,33,15,0.367289945925433,0,0.15110759493670886,0.07772943037974683,0.6617879746835443,0.034216772151898736
106713,547,63,50,9,0.3580008319204459,1,0.11517367458866545,0.09872029250457039,0.6014625228519196,0.07861060329067641
106795,1312,64,25,14,0.38592307933648134,1,0.08917682926829268,0.28125,0.49847560975609756,0
106810,241,54,NA,10,0.3723111653410756,1,0.13278008298755187,0.04979253112033195,0.7883817427385892,0
106883,1401,70,53,10,0.4099294986464647,0,0.36973590292648106,0.030692362598144184,0.5339043540328337,0.007137758743754461
106908,360,92,100,16,0.3942981867826086,0,0.21944444444444444,0.07222222222222222,0.4861111111111111,0
106980,1805,51,41,16,0.3904244993326903,1,0.11412742382271468,0.1362880886426593,0.6443213296398892,0.013296398891966758
106999,1192,70,61,11,0.36539374660155743,0,0.02936241610738255,0.08640939597315436,0.8062080536912751,0.008389261744966443
107044,4696,86,NA,13,0.31451996373575064,0,0.06196763202725724,0.04578364565587734,0.7821550255536627,0.04727427597955707
