UNITID,EFTOTLT,EFBKAAT,EFHISPT,EFWHITT,EFNRALT,RET_PCF,RET_PCP,STUFACR,low_retention,risk_score
221759,38728,1675,2525,29282,1425,92,80,18,0,0.05807942540428866
221768,7499,1037,369,5637,37,77,75,16,0,0.4262909186877343
221829,323,15,16,289,0,55,NA,20,1,0.4028177302762197
221838,6310,4758,227,606,263,33,25,13,1,0.7420900750187844
221847,10511,440,610,8314,327,78,50,16,0,0.2671265391331106
221892,3195,592,324,1689,236,74,NA,20,0,0.37271024594780305
221908,5757,154,323,4766,6,59,51,19,1,0.36323651018911407
221953,1103,127,56,612,45,63,40,18,1,0.38422089558299005
221971,2713,495,73,1567,37,89,53,9,0,0.3766991822520429
221999,13575,1155,1334,6260,1838,96,100,8,0,0.05766130865214372
222053,6963,623,732,5048,36,51,37,19,1,0.39828546302187406
222062,5899,128,600,4841,23,53,52,17,1,0.3560930261775266
222105,468,165,96,160,0,55,42,12,1,0.3907577759538754
222178,5219,680,931,2816,185,81,NA,13,0,0.35813817141146564
222576,9262,483,4443,3430,0,68,45,19,1,0.40567846871109325
222822,3890,490,1275,1759,91,55,42,17,1,0.39759738035641895
222831,11542,587,4315,5705,277,69,32,19,1,0.3311107403084292
222877,302,63,122,109,1,41,NA,20,1,0.40876834652551963
222886,562,227,162,168,0,72,NA,34,0,0.4726648766219601
222983,1217,95,347,576,10,79,NA,11,0,0.37135529565543135
223056,31,3,13,13,0,85,NA,20,0,0.403770247999584
223232,20626,1410,3468,12067,895,91,50,15,0,0.1638545931893309
223320,4259,94,3192,732,0,40,44,12,1,0.3823789183272175
223427,18095,1291,4461,9988,121,45,31,28,1,0.3893700567166381
223463,250,156,58,20,0,65,NA,25,1,0.4352738303260383
223472,200,35,85,56,0,74,NA,17,0,0.39613639344983237
223816,8373,2182,2514,2170,30,60,46,17,1,0.5464529031949235
223852,69,3,11,49,0,86,NA,8,0,0.3642234099344265
223898,3160,251,879,1609,27,67,36,14,1,0.37883553751795684
223922,1564,91,442,855,41,61,51,19,1,0.3883227185039109
224004,1396,205,513,508,0,58,89,16,1,0.4025855820732555
224013,55,0,28,25,0,58,NA,15,1,0.3869371578066435
224110,8106,718,2182,3935,252,66,52,19,1,0.34592742790796827
224147,11266,508,5477,3708,639,58,46,19,1,0.24696640756219448
224156,328,76,62,142,0,65,90,20,1,0.4086171700793247
224226,4124,432,573,2079,511,64,17,16,1,0.27046479837070636
224244,248,53,84,96,0,41,100,13,1,0.3847045660201025
224271,454,102,91,219,1,69,60,25,1,0.4273907991434517
224323,2078,111,507,1108,88,77,0,11,0,0.3463261508552572
224527,1813,296,248,1131,16,71,56,14,0,0.3963500136990012
224545,2412,432,501,1188,96,64,44,14,1,0.3853436064831023
224554,13252,2555,3257,5199,460,57,42,17,1,0.42828147389920496
224615,69749,14681,34387,9371,2755,67,68,22,1,0.7987338232430556
224642,25567,389,20542,1157,272,63,52,21,1,0.3221149815902125
224660,611,46,389,104,0,89,100,30,0,0.43983125144172086
224679,1206,49,887,179,0,85,100,30,0,0.44038943589871155
224758,14,0,4,9,0,60,0,6,1,0.357996602361661
224891,1801,31,763,575,32,38,43,20,1,0.3832004708479872
225043,8,5,3,0,0,13,NA,25,1,0.42081940325356376
225070,4324,383,977,2625,1,67,NA,20,1,0.4129573525211376
225201,836,84,403,224,0,74,NA,15,0,0.39079459054320315
225247,1665,156,397,943,41,65,67,15,1,0.3809111174297614
225371,4158,216,1207,1958,46,51,42,14,1,0.3586004832239134
225399,4276,1052,1333,706,197,69,44,18,1,0.4119987996032416
225414,8137,661,3662,2302,471,74,67,15,0,0.2882986008172921
225432,13730,2526,7880,1415,280,67,56,18,1,0.5290187890493163
225502,3586,544,1518,968,145,65,50,15,1,0.3837319032823181
225511,47980,5690,16337,8551,5015,87,74,22,0,0.0037994220072882336
225520,4101,176,1921,1761,0,71,49,25,0,0.4219861349877936
225548,809,79,230,411,2,52,33,10,1,0.3727657340766631
225575,1059,631,109,75,202,58,0,14,1,0.3871417236762417
225627,7047,530,3910,1268,329,71,25,12,0,0.3114433276276401
225876,518,50,177,185,4,33,50,15,1,0.3867858454509645
225885,622,420,121,20,24,48,0,10,1,0.4036088540580288
225991,70,29,8,28,0,69,NA,10,1,0.37327342517914025
226019,7198,1405,2218,2876,47,65,40,20,1,0.49360355882904744
226091,17772,5143,3716,6328,1318,62,44,20,1,0.4596601906003646
226107,3629,545,540,2224,0,69,49,23,1,0.44181458180727656
226116,4680,1011,2027,1036,2,67,51,29,1,0.5133998067209303
226152,8991,144,7637,482,448,78,65,21,0,0.30990489087684286
226204,8323,1092,4133,2339,37,73,53,31,0,0.5104318900853125
226231,3330,111,318,1209,96,81,71,11,0,0.3053276207078823
226277,1539,446,704,300,0,70,NA,19,0,0.4411496495117537
226383,1595,78,442,934,60,70,0,11,0,0.3571740358714305
226471,3321,434,977,1608,46,62,NA,17,1,0.4056164549785084
226578,7850,1020,2814,3349,86,69,55,15,1,0.4269152012871385
226587,3175,394,1372,1101,73,64,NA,16,1,0.39649233443130816
226833,5324,718,1322,2214,476,64,56,18,1,0.30744746103513204
226860,73,3,31,32,0,95,NA,15,0,0.3870277826996408
226879,252,100,84,44,0,100,100,11,0,0.3827873063320038
226903,746,185,257,242,0,67,NA,25,1,0.4355502224251333
227058,44,13,17,5,0,72,NA,8,0,0.3654096774541022
227216,46864,6570,11740,14788,7775,77,48,25,0,4.073899488021295e-4
227225,3208,342,1084,1579,49,73,43,17,0,0.3995188566910298
227304,9981,444,6624,1943,82,66,47,24,1,0.41364258859798037
227313,374,167,99,63,0,96,61,21,0,0.4217132963988087
227322,500,120,142,201,0,90,58,31,0,0.45027468085253036
227331,1968,235,1351,218,51,63,63,11,1,0.38120101290973435
227368,33881,327,30828,920,847,81,62,20,0,0.2626674555598855
227377,8828,11,7377,190,19,68,48,23,1,0.390614561613265
227386,2691,446,611,1451,25,58,25,14,1,0.4058982763533035
227401,4533,482,1123,2515,47,58,37,25,1,0.42688087109930556
227429,628,436,85,44,0,49,56,20,1,0.4445791189019076
227526,9922,8193,697,125,290,76,67,17,0,0.9220426993765958
227687,2522,90,836,1415,63,46,34,20,1,0.38286743908847487
227748,360,71,140,73,0,85,NA,15,0,0.3914468113343677
227757,8961,633,1203,2321,2311,97,NA,6,0,0.032431776174784564
227845,3033,147,1599,904,195,80,NA,12,0,0.3313443717204335
227863,4301,456,2118,933,257,78,67,16,0,0.34663816511325973
227881,21039,3566,5986,9398,254,73,61,19,0,0.5695107961459351
228042,1326,77,540,606,42,67,NA,13,1,0.37158530050798105
228088,38,2,15,18,0,86,NA,19,0,0.40029164517867605
228149,3456,96,1545,771,194,73,33,11,0,0.3063251436049917
228158,9098,564,4844,3353,14,53,29,16,1,0.41963393668913457
228185,23,0,0,0,23,40,NA,20,1,0.39718256972104354
228200,521,3,484,19,0,83,0,19,0,0.40133783450530514
228219,546,6,427,104,0,86,25,26,0,0.4244211647895252
228246,12116,927,1967,6260,1117,91,NA,11,0,0.1357295352769352
228282,21,2,17,2,0,82,NA,9,0,0.3678732076486506
228316,6525,56,5731,493,54,58,48,28,1,0.42731320905623643
228325,1794,214,506,887,11,75,NA,15,0,0.39401076621425396
228343,1440,82,426,739,32,81,100,11,0,0.3640464507151337
228431,10472,1220,2311,5930,145,72,57,16,0,0.40308674997904176
228459,40674,3761,16208,14837,1502,80,57,21,0,0.19110586658796236
228468,764,97,363,165,34,73,0,12,0,0.3738648510491004
228486,110,82,9,5,1,100,NA,15,0,0.3943164573807504
228501,2384,131,1626,450,13,45,43,11,1,0.37918064002084423
228529,17433,1284,3644,11030,125,70,62,20,0,0.378434747932817
228547,43928,7750,16314,11570,631,70,58,18,0,0.6944108839699472
228608,5274,694,1828,2046,0,68,38,18,1,0.4325197176195894
228699,4290,1038,507,2312,29,45,39,21,1,0.47260900946634615
228705,6864,243,4882,1026,551,65,33,18,1,0.27765792232591746
228723,78321,2433,18306,38624,5439,94,92,20,0,2.0741820676084034e-4
228769,44956,6375,15151,10272,4905,73,29,23,0,0.009153048965296538
228778,53864,2404,13740,16951,5227,97,90,18,0,3.691335361158055e-4
228787,29886,1580,4365,5985,5603,90,75,23,0,3.4985737847620157e-4
228796,25039,542,21265,1208,1368,79,66,21,0,0.1652237308540943
228802,10362,1250,2702,4993,319,77,39,17,0,0.3624523189271819
228875,12938,613,2449,7850,632,93,60,14,0,0.2043598542119426
228884,614,503,68,22,19,34,NA,17,1,0.4376736777224623
228981,1423,160,627,516,6,62,NA,11,1,0.38211815873029187
229018,5585,421,2723,1582,386,61,45,19,1,0.3182818768854817
229027,35770,2772,21326,6812,992,80,35,24,0,0.3035626251690633
229063,8704,7165,789,148,168,66,43,19,1,0.9044730799776656
229115,40757,2380,11320,20368,2911,85,62,20,0,0.021668999040941887
229160,2487,518,749,829,144,61,33,12,1,0.37566429723306644
229179,15361,2493,5182,5038,226,70,39,16,0,0.47234716113446107
229267,2687,124,679,1351,134,93,NA,8,0,0.32126938227870694
229355,11885,1816,3499,5199,139,60,42,18,1,0.46827375748841155
229416,2632,285,757,273,0,76,NA,33,0,0.4339869210614598
229425,53,0,53,0,0,77,85,8,0,0.36459515955747945
229504,2299,168,623,1205,7,41,47,15,1,0.38494379768593145
229522,73,11,54,7,0,86,86,14,0,0.38495909648406823
229540,3276,139,1799,1102,10,60,50,16,1,0.39082117954749984
229656,344,10,291,31,1,50,100,16,1,0.39131947850886994
229780,2809,505,736,785,164,45,37,10,1,0.35184548717314107
229814,9045,406,2916,4720,189,70,65,14,0,0.3211172471626597
229832,1385,63,501,632,74,74,60,17,0,0.37253858592414635
229841,5504,638,2578,1426,1,71,50,16,0,0.4219940638014456
229887,783,668,0,50,19,50,50,18,1,0.4557611498557407
230010,1682,23,230,1342,0,76,69,16,0,0.38052880891245633
230038,35873,119,2956,28621,1261,91,72,21,0,0.04562082547781134
230047,2906,5,108,507,1762,74,0,18,0,0.07262566584662133
230065,257,4,98,138,0,81,90,12,0,0.3764427979091772
230144,70,0,9,56,0,79,NA,8,0,0.36391563505604896
230162,4188,87,708,2937,0,66,58,10,1,0.3460044337216537
230171,13167,178,1791,9742,223,68,31,23,1,0.2724406605680546
230199,51,0,4,46,0,36,NA,14,1,0.38347501275862245
230205,66,0,5,61,0,90,86,20,0,0.4031526062379957
230214,287,7,69,175,3,92,83,18,0,0.39467188731007874
230366,410,28,88,177,0,100,NA,22,0,0.40824709227788386
230418,7594,52,343,1765,852,54,24,26,1,0.1277584787198235
230490,4207,59,1354,2536,0,91,65,17,0,0.3762511127024384
230603,15444,320,1361,10859,833,76,32,22,0,0.14228271041255341
230676,2002,14,199,1637,0,86,71,12,0,0.36256761887313804
230728,28904,215,2167,23078,550,71,42,19,0,0.11566006534001017
230737,46807,415,6028,35805,779,73,49,26,0,0.0695323679932794
230746,27437,730,5995,16602,406,57,44,16,1,0.17440813376273417
230764,36894,446,4712,22857,3138,86,64,19,0,0.005064499774124327
230782,32701,486,4103,24060,864,67,45,20,1,0.08931992018710465
230807,1155,24,151,753,53,76,50,8,0,0.34242678823634926
230816,927,40,74,594,107,82,NA,9,0,0.33561917018893705
230852,3259,252,331,2150,6,82,67,13,0,0.37207772060026917
230861,5028,212,218,3925,36,49,33,19,1,0.3626009558958891
230959,2803,143,343,1505,365,94,NA,8,0,0.26427753014741817
230995,3149,183,339,2128,127,79,43,13,0,0.33805010767090193
231004,80,4,1,67,0,88,NA,16,0,0.39002536097520885
231059,1323,41,77,1012,51,80,NA,10,0,0.3496422713555615
231095,57,0,3,39,2,86,NA,7,0,0.3600600352400026
231165,5093,209,241,4133,102,68,36,13,1,0.33146607620639107
231174,14476,196,826,11490,452,89,33,17,0,0.19361319055548198
231280,169,29,9,105,0,72,100,13,0,0.38179698563761344
231411,415,137,69,157,0,80,NA,12,0,0.38785756918388664
231420,1476,395,54,748,96,65,33,16,1,0.3907602928523046
231536,3790,229,564,2487,68,65,47,21,1,0.37939745600226105
231554,959,201,44,572,14,61,NA,14,1,0.39118570233643224
231581,1448,158,109,953,50,75,NA,13,0,0.3697906054953934
231624,9818,610,840,6077,526,95,NA,12,0,0.21827427553149847
231651,10657,3207,1088,4357,182,75,25,18,0,0.5762816526801762
231688,24,16,1,7,0,80,90,13,0,0.3820569472552786
231697,3481,720,213,2136,23,64,44,18,1,0.43321693476923817
231712,4454,406,407,3031,18,81,100,13,0,0.37491332035907227
231785,1717,1037,116,352,1,100,NA,22,0,0.504630425637653
231873,989,36,47,806,8,60,54,17,1,0.3861759721468138
231882,2465,780,173,1315,34,65,40,22,1,0.46322240903244927
232025,1311,125,38,846,39,66,0,12,1,0.3644919685318828
232043,1154,150,143,670,72,76,100,9,0,0.3543043959716329
232052,859,230,183,344,18,67,43,24,1,0.42979166090847004
232089,763,159,45,383,4,64,50,11,1,0.3801748976038407
232186,39766,4738,6091,13432,4259,86,68,16,0,0.005037360179937615
232195,8544,1460,1607,4014,93,64,49,24,1,0.4656690463833383
232256,946,63,66,746,5,84,100,9,0,0.3649511398613993
232265,4244,3967,15,27,68,85,63,15,0,0.7396720265965321
232308,761,114,86,462,42,74,NA,8,0,0.35898985314955884
232414,8681,2383,870,3704,262,68,41,24,1,0.5071589191439028
232423,22740,1119,1953,16321,260,92,67,17,0,0.2363385238848411
232450,9380,2055,1259,4753,125,68,43,23,1,0.5120617752337564
232557,104327,16575,7368,51845,712,80,11,18,0,0.5778549884032703
232566,4612,535,330,3219,87,80,67,15,0,0.37778605208816984
232575,5902,312,969,3831,77,69,46,28,1,0.3905329361708883
232609,2316,231,155,1416,209,71,60,11,0,0.3215771952465357
232672,1772,368,142,959,47,67,100,15,1,0.3948583808520392
232681,3826,319,487,2269,108,84,95,13,0,0.34692039450860246
232706,4060,644,1255,1114,312,73,67,14,0,0.3338516538523228
232788,2116,46,42,1959,1,64,33,22,1,0.3975686831011189
232797,770,254,27,277,0,83,0,12,0,0.39318394110489635
232867,4254,175,243,3289,62,68,54,33,1,0.4070827990040471
232919,367,189,26,106,0,63,NA,15,1,0.40323526402748505
232937,6053,4790,281,130,405,73,NA,15,0,0.7209457492744185
232946,56457,7139,13918,17058,2435,71,53,31,0,0.06842277603920177
232982,23743,6721,2419,10300,761,77,51,13,0,0.6440488178442206
233019,1908,457,272,1028,13,62,39,18,1,0.4266846836777815
233037,1219,485,61,537,9,58,28,16,1,0.4273745326512984
233116,5263,654,587,3116,95,68,46,21,1,0.39679942924038186
233277,7812,968,847,5161,83,76,0,14,0,0.39448940048282144
233286,175,63,7,80,0,47,89,11,1,0.3787447366897188
233295,1687,156,101,1239,17,84,100,11,0,0.37010304490870344
233301,816,183,64,458,21,75,NA,8,0,0.370093525028608
233310,2962,559,241,1824,24,65,55,22,1,0.4353743672480002
233329,399,320,18,33,0,35,NA,19,1,0.4306364986112566
233338,2788,667,170,1169,23,57,18,17,1,0.42024975070372933
233374,3722,247,317,2280,403,91,0,7,0,0.2557522894322538
233426,1804,131,124,1360,68,76,NA,11,0,0.35482734402415955
233541,4454,408,512,2562,91,82,33,12,0,0.34743241451472967
233602,64,0,0,62,0,81,NA,8,0,0.36393690369023124
233611,936,64,65,681,13,74,100,14,0,0.37804448025124354
233639,3306,1162,197,1618,53,71,51,24,0,0.49720156219495654
233648,2364,83,51,2118,9,61,42,20,1,0.39007914531042553
233666,24,3,3,17,0,100,92,12,0,0.3774678557976499
233684,1998,1091,178,483,42,75,41,47,0,0.583035412394915
233718,444,37,28,312,38,69,NA,9,1,0.3578332375649481
233754,6410,1819,724,2751,72,58,39,24,1,0.5259099243889354
233772,16884,4845,1969,7086,215,64,38,22,1,0.6876288073500907
233897,2167,210,48,930,0,72,50,14,0,0.3673430513518943
233903,2082,60,81,1816,8,60,42,17,1,0.3802605957822931
233921,38857,2198,3493,21019,4171,93,56,17,0,0.0023635122991817288
233949,6332,714,506,4272,82,63,44,23,1,0.40553523505511435
234030,28464,5906,3045,11475,1160,85,50,17,0,0.35292129923511095
234076,26409,1944,1938,13139,2543,98,NA,15,0,0.01972135915006621
234085,1527,118,161,1056,30,81,NA,9,0,0.35851218996371725
234119,144,123,9,4,1,100,100,17,0,0.4051131999311691
234137,581,547,3,3,0,75,NA,15,0,0.43983144266957414
234155,5605,4669,342,112,60,69,25,13,1,0.7821463788568787
234164,1646,1304,20,8,20,67,31,16,1,0.5051652290408885
234173,1853,282,117,606,53,74,NA,15,0,0.37110177545591394
234207,2241,117,195,1472,174,97,NA,7,0,0.3088228637864785
234377,2107,80,148,1746,10,73,46,23,0,0.40188004102733216
234827,10811,420,2491,6024,197,70,52,15,0,0.2897798664416596
234924,256,10,131,98,1,86,NA,14,0,0.38366438855688056
235024,505,27,28,298,10,69,NA,6,1,0.35164016194588354
235088,198,8,28,129,1,78,NA,15,0,0.385730972149755
235097,10492,535,1744,6525,63,67,38,18,1,0.33840903140329404
235167,2490,184,367,1409,6,70,44,17,0,0.38407170146929953
235316,7470,142,1010,4573,404,93,NA,12,0,0.22811929421427873
235352,131,13,31,62,0,85,NA,20,0,0.4037073164494797
235422,937,17,640,127,4,57,33,9,1,0.36452363304197755
236018,40,17,3,8,0,100,NA,13,0,0.381784562605733
236133,1053,63,116,573,136,84,0,9,0,0.32894125792219664
236212,1072,4,682,299,12,84,NA,18,0,0.3913824645745583
236230,2797,157,511,1285,118,82,100,12,0,0.33116260368497946
236328,1864,58,204,1223,10,84,NA,10,0,0.35421459110474335
236452,1390,98,300,535,61,65,0,11,1,0.35194696772309797
236577,2261,188,376,793,179,72,100,13,0,0.3244432286861729
236595,7189,477,965,2344,862,84,50,10,0,0.15075875252709114
236744,50,1,4,44,0,67,NA,17,1,0.3934218541683882
236896,1426,55,337,666,145,85,0,14,0,0.33950668073795837
236939,25685,790,4386,14488,1290,78,40,15,0,0.06556645826214207
236948,56997,1985,4691,16953,7963,95,87,20,0,3.3449913120123485e-6
237011,14710,277,1641,10094,172,79,49,18,0,0.24381219021249892
237057,1561,45,199,867,220,87,NA,10,0,0.30558837890913787
237066,2314,55,299,1497,109,78,0,11,0,0.3298921665156215
237127,49,0,0,49,0,57,NA,20,1,0.40322963550635155
237136,223,6,3,200,7,66,0,7,1,0.35828851891507635
237145,17,0,0,15,0,100,NA,6,0,0.3579124963370127
237172,78,8,0,65,0,93,80,12,0,0.3774571267616837
237181,640,101,34,289,48,54,NA,12,1,0.3667303355298161
237215,1141,244,56,767,2,55,45,13,1,0.3956635939901468
237242,51,2,2,46,0,31,0,6,1,0.3579085071717178
237303,46,8,0,33,0,70,NA,8,0,0.3648089883860599
237312,3062,304,270,1953,210,75,40,15,0,0.3360058329582819
237321,47,2,0,42,0,73,NA,12,0,0.3771182056872593
237330,1943,192,8,1516,77,65,40,16,1,0.3717528508638867
237358,661,43,42,396,96,65,NA,10,1,0.34398663039873756
237367,3305,175,8,2877,38,67,37,14,1,0.3625746642907845
237385,1765,127,58,1444,53,55,17,13,1,0.36517220580915816
237437,182,24,5,144,0,82,NA,17,0,0.394645497055796
237473,99,12,11,73,0,85,NA,15,0,0.3876511878966372
237491,18,1,0,17,0,23,NA,6,1,0.3580503569502635
237525,11958,575,315,8918,201,72,24,16,0,0.27357126742066684
237543,120,14,1,103,0,74,73,11,0,0.3746004319453081
237561,43,7,2,33,0,80,NA,14,0,0.3842364189247845
237570,68,5,2,55,0,84,NA,10,0,0.3707588627956566
237701,1077,55,47,908,12,58,40,13,1,0.3742499338342361
237729,168,22,0,145,0,85,82,9,0,0.3686280237105221
237783,1083,136,41,644,114,55,15,19,1,0.3726705688059429
237792,3339,244,271,2434,26,71,71,17,0,0.38127990151218144
237817,1482,12,27,1412,0,50,33,18,1,0.3866247598325172
237844,109,2,2,105,0,92,NA,21,0,0.4063293349510858
237899,3246,326,69,2371,92,57,50,13,1,0.357466843138191
237932,2299,119,5,1728,69,69,38,12,1,0.3460744882207009
237950,1278,42,40,1005,103,62,0,13,1,0.3469447534006014
237969,1055,129,56,709,90,67,NA,13,1,0.3611341827132735
237987,394,20,0,354,0,82,NA,25,0,0.4189354800623191
238005,86,31,22,31,0,83,NA,15,0,0.38985475763156313
238014,1525,64,31,1339,9,61,67,11,1,0.3654479609785179
238032,23643,797,1058,18667,984,83,43,19,0,0.1111348216470604
238078,774,140,27,404,133,54,NA,15,1,0.3591718644689558
238096,31,2,1,27,0,80,NA,10,0,0.3708300271782746
238175,109,4,25,74,0,100,NA,14,0,0.3835543484661982
238193,1317,266,380,445,59,61,25,13,1,0.3824378159277225
238324,927,12,21,808,0,95,100,10,0,0.3635400081220991
238333,1004,77,177,534,129,81,NA,12,0,0.34395035774255406
238397,2811,211,454,1899,20,60,54,8,1,0.3594046409118439
238458,3138,121,382,2164,104,78,50,14,0,0.3415210839923062
238476,2844,164,498,1804,66,73,0,14,0,0.36006151330929087
238616,5253,385,273,2633,1192,78,NA,11,0,0.1273922958313145
238661,2459,148,232,1551,42,73,0,15,0,0.3641274957321787
238722,10670,298,728,7636,54,80,64,12,0,0.28328447639513427
238759,10100,1061,2550,5833,2,71,63,15,0,0.4326068838732054
238810,60,0,1,57,0,88,67,9,0,0.3671772505411838
238980,2813,166,272,1806,17,63,33,12,1,0.35924026652470664
239008,3303,85,333,2499,1,67,59,14,1,0.362431396348134
239017,1417,64,173,843,159,87,100,7,0,0.31508464669735864
239071,960,17,63,793,11,88,80,11,0,0.3647666402750292
239080,1246,86,141,833,56,67,75,11,1,0.35744856750831866
239105,11746,667,1576,7615,399,91,75,14,0,0.2531887791532185
239220,3144,58,193,2589,0,73,62,13,0,0.3583760578998441
239248,13792,4329,2875,4305,142,64,50,10,1,0.6635651033986406
239309,838,50,153,535,2,80,NA,11,0,0.37178916170932486
239318,2953,97,316,1960,140,84,NA,12,0,0.3231227847841095
239372,4171,102,357,3304,24,79,72,13,0,0.34898354370238205
239390,1182,214,300,501,13,67,0,9,1,0.3768327671733339
239442,1384,15,56,1054,0,62,62,9,1,0.353810323947213
239460,6746,90,344,4729,7,59,48,18,1,0.323270735055564
239488,11826,503,1467,8557,0,74,51,17,0,0.3431610328761504
239512,286,12,26,190,21,31,NA,5,1,0.34806812530944947
239628,709,24,74,556,12,72,NA,12,0,0.3711276891742093
239716,2032,37,109,1638,30,84,NA,14,0,0.36081526243139955
239877,57,3,3,46,0,78,100,12,0,0.37713117531457957
239910,2849,82,127,2505,0,70,50,14,0,0.3693058467415453
240107,2094,58,152,1668,54,76,NA,10,0,0.345326647902325
240116,8330,115,369,6677,0,72,55,14,0,0.3133734952537532
240125,8367,493,923,5566,13,78,70,22,0,0.3726775459972457
240170,3625,92,3,2772,0,45,49,9,1,0.3339098110433314
240189,11746,622,1117,9123,56,78,44,21,0,0.3607421793888342
240198,2940,58,97,2531,2,80,69,8,0,0.34381583040969754
240268,10049,117,429,8505,240,82,50,19,0,0.2694247089816189
