UNITID,EFTOTLT,EFBKAAT,EFHISPT,EFWHITT,EFNRALT,RET_PCF,RET_PCP,STUFACR,low_retention,risk_score
459347,112,7,17,73,0,83,93,10,0,0.3705849911534226
459374,139,17,35,47,0,100,100,20,0,0.4037557938307537
459392,162,19,7,132,0,100,89,20,0,0.40434452618675143
459408,72,36,2,34,0,100,29,11,0,0.377263541709102
459426,205,8,15,152,0,83,NA,19,0,0.3990213494210034
459514,61,38,10,9,0,89,NA,20,0,0.4071435750677298
459523,52,10,2,2,0,90,NA,17,0,0.3934609961235451
459541,20,0,1,18,0,100,100,4,0,0.35160459001340383
459550,138,6,6,89,0,10,NA,13,1,0.3793789759981045
459578,140,81,19,29,0,83,100,11,0,0.3812997751190226
459727,2358,462,186,805,1,65,42,10,1,0.38159730742941633
459842,526,126,169,141,0,57,86,16,1,0.3992011700413869
459851,385,169,47,136,0,40,NA,14,1,0.3982128889860713
459949,7956,510,5119,1730,77,66,31,18,1,0.41030597880447006
459958,422,257,126,22,0,73,NA,22,0,0.43529089804285026
459967,631,3,448,170,0,74,NA,25,0,0.42027803967705857
459985,543,6,339,135,0,73,NA,25,0,0.41886201299955916
459994,12098,3668,1567,5536,16,60,41,47,1,0.754332847279311
460011,172,87,4,81,0,81,33,20,0,0.4114947937172325
460020,582,464,25,74,0,66,NA,29,1,0.47925608929251645
460093,53,7,2,41,0,56,NA,27,1,0.4273448449140148
460109,172,67,36,46,0,38,NA,43,1,0.487520621405545
460118,99,38,13,36,0,66,NA,25,1,0.42344954439995713
460127,92,38,11,23,0,47,NA,15,1,0.39000448913259994
460136,1068,216,550,123,0,78,NA,25,0,0.43669176273564164
460145,66,46,9,3,0,53,NA,12,1,0.38147241482423533
460172,762,69,497,142,0,74,NA,25,0,0.4257651165983242
460181,194,59,45,13,0,78,NA,23,0,0.41701729621939215
460190,95,34,26,8,0,96,NA,19,0,0.4027648496515472
460206,195,14,92,16,0,75,NA,19,0,0.39951947135742827
460349,2839,689,537,1306,20,52,39,13,1,0.42468303520075296
460394,11920,1174,8046,1493,29,62,40,29,1,0.5176391089329344
460464,11351,746,6677,1893,46,72,35,29,0,0.43636520747032637
460482,183,116,2,47,0,51,NA,15,1,0.39739282929379643
460534,448,15,387,29,0,83,NA,20,0,0.4054142295399098
460543,1610,228,732,383,0,85,NA,50,0,0.5194563165440786
460677,424,0,424,0,0,51,0,21,1,0.4081366862113379
460701,185,58,55,60,0,82,80,13,0,0.38546368431849565
460756,194,6,26,15,14,66,9,20,1,0.3961150513793851
460765,46,2,9,34,0,87,NA,12,0,0.37726323175496607
460817,195,73,19,88,0,78,NA,15,0,0.3930653357428523
460826,506,454,8,24,0,75,NA,23,0,0.45794199870520735
460835,3,2,0,1,0,100,NA,11,0,0.3742757417646923
460862,238,5,18,174,0,100,71,14,0,0.38181575144354685
460871,557,284,120,78,3,100,NA,9,0,0.39144792951934576
460914,403,6,57,234,0,88,NA,15,0,0.3828483312061826
460932,88,8,3,76,0,99,NA,16,0,0.3905636700138716
460969,544,10,531,2,0,94,NA,35,0,0.4567752051605643
460978,312,130,73,67,0,85,78,18,0,0.4080178806664542
460987,106,10,10,85,0,89,NA,10,0,0.3711825526261577
460996,132,11,3,116,0,92,100,14,0,0.38397118242258965
461014,961,607,139,13,0,52,17,32,1,0.49896690894343015
461023,446,23,30,168,0,25,NA,32,1,0.43792791584546287
461032,212,90,20,85,0,100,100,4,0,0.35903867584619337
461087,1498,13,75,703,0,15,2,18,1,0.37156774568860806
461111,33,10,14,7,0,83,100,8,0,0.36531508854272704
461148,1132,77,117,135,642,66,NA,4,1,0.20583108336433698
461175,113,5,34,2,10,100,57,11,0,0.3700573700068605
461193,259,32,6,205,1,89,NA,20,0,0.40443072398853414
461218,845,535,10,272,0,90,NA,25,0,0.47075866917558
461245,135,16,23,83,3,94,68,5,0,0.35476415746391027
461254,111,0,12,35,62,40,NA,15,1,0.36986590335524033
461263,365,16,278,47,4,100,NA,15,0,0.387352872255075
461272,55,1,11,42,0,100,75,11,0,0.3738778564132801
461306,129,79,16,4,30,10,0,17,1,0.39299598153075704
461315,243,3,1,150,0,73,41,7,0,0.35780249278249365
461342,113,3,16,93,0,95,92,11,0,0.3737039359610054
461388,51,7,9,30,0,74,NA,17,0,0.39399762363772783
461421,214,73,3,131,0,88,NA,15,0,0.39294281578114093
461494,144,4,26,99,0,96,73,13,0,0.3798390200624327
461500,35,0,24,6,0,100,100,10,0,0.3707387538479249
461528,268,34,39,124,1,100,50,10,0,0.370889103336725
461537,16,0,2,12,0,86,NA,4,0,0.35162103803931244
461555,161,3,118,27,0,97,NA,20,0,0.40361986471267647
461573,154,76,10,63,0,84,NA,13,0,0.38725643162830914
461607,115,1,75,26,2,100,67,8,0,0.3636912724307017
461625,11,0,11,0,0,54,NA,8,1,0.3644803648542334
461652,97,0,17,72,1,19,NA,13,1,0.37960335669464307
461689,266,41,116,71,0,72,NA,25,0,0.42295253651782905
461704,156,6,5,135,0,92,NA,13,0,0.37985554199975513
461722,56,1,3,52,0,93,NA,8,0,0.36417174335437946
461740,38,31,6,1,0,80,NA,19,0,0.4033085982497088
461759,506,242,6,122,0,64,20,10,1,0.38890005339993533
461768,299,113,87,51,0,91,77,17,0,0.40300732344349116
461786,24,0,2,22,0,94,NA,4,0,0.3516079268674728
461795,983,178,104,157,460,46,0,17,1,0.2871523993535121
461810,23,0,8,1,0,25,NA,10,1,0.37046031804558816
461829,117,25,36,26,0,92,NA,10,0,0.3722317935920457
461847,57,0,0,42,15,100,NA,18,0,0.3924922962826096
461856,156,48,57,31,0,78,NA,18,0,0.4009395573033138
461865,44,42,1,0,0,70,NA,30,0,0.44137491889617747
461874,92,8,17,59,0,87,NA,12,0,0.3774577169008727
461883,220,23,83,8,105,4,NA,7,1,0.33579867698163973
461892,142,131,2,5,0,83,NA,12,0,0.3897077452293422
461908,130,30,37,49,0,70,72,16,0,0.3925829577517043
461917,178,16,14,141,0,82,100,16,0,0.3906916974689791
461926,127,1,16,101,0,94,93,12,0,0.3764477923669971
461944,72,9,5,55,0,94,NA,10,0,0.3712352490114298
461953,23,0,5,16,0,100,NA,3,0,0.3484602718687421
461999,200,33,17,134,0,70,91,24,0,0.41872269494052394
462008,204,20,62,76,0,100,100,23,0,0.4137234945285436
462017,98,5,11,76,0,60,NA,16,1,0.3901435292964884
462035,350,82,128,80,1,74,74,10,0,0.37633774022898037
462053,185,100,57,10,0,78,NA,20,0,0.41290068912731337
462062,134,8,92,27,1,93,100,13,0,0.3809401955348534
462071,296,21,46,199,0,94,NA,13,0,0.3803142272574185
462336,62,15,19,24,0,63,NA,25,1,0.42154095623539656
462354,286,11,110,107,7,85,0,15,0,0.3841791455379438
463056,1544,213,317,614,36,84,50,26,0,0.41920683243604423
464226,912,117,316,329,39,50,18,11,1,0.36965300752843516
466921,284,127,7,134,1,50,0,10,1,0.38122232480707463
466930,2270,979,613,261,5,61,10,10,1,0.45203565846455224
467094,152,28,3,108,0,89,NA,20,0,0.4051129722796821
467863,256,125,18,105,0,100,NA,16,0,0.401492913197268
467872,264,56,18,173,0,100,70,15,0,0.3907218048656188
467906,157,45,10,98,0,95,33,20,0,0.4071485186329438
468246,139,8,17,105,0,75,NA,12,0,0.37708593472303864
468255,35,2,6,22,0,86,NA,5,0,0.35480902693309363
468769,155,0,153,1,0,91,NA,20,0,0.40399809286378896
468848,814,27,237,53,0,83,NA,24,0,0.40433343631196095
468893,185,78,15,75,1,81,70,15,0,0.39332652406464236
468909,1073,18,225,26,0,76,NA,21,0,0.3842746019568931
468963,430,90,177,134,0,75,NA,14,0,0.39108188825311496
469416,221,0,221,0,0,53,67,16,1,0.39100781095750997
469610,8,1,6,1,0,71,NA,17,0,0.3937825682381547
469629,128,27,16,56,0,88,NA,13,0,0.3818993796929897
469911,86,53,4,25,0,65,NA,12,1,0.38208490291892866
470038,1616,86,529,50,0,80,NA,24,0,0.39683023355066216
470047,37,5,1,28,0,75,NA,10,0,0.37104558990555425
470296,18,1,14,3,0,93,NA,25,0,0.42043352746515483
470393,160,89,30,26,1,63,85,14,1,0.39156981529985857
474863,1881,346,910,340,0,57,57,24,1,0.4422324124486815
474915,219,23,72,87,0,82,80,14,0,0.3844593372866142
474924,186,1,36,128,0,80,67,11,0,0.3727066889520488
475015,244,13,12,137,0,89,NA,15,0,0.3848507953669408
475024,373,208,56,27,0,53,NA,41,1,0.4931830594900752
475060,230,195,7,21,0,68,0,18,1,0.4156468941097472
475121,8803,3537,1385,2664,16,34,12,30,1,0.7184976349436689
475176,650,42,426,102,0,88,NA,23,0,0.4156608007772405
475282,90,4,25,3,1,100,NA,15,0,0.3855169527035416
475325,331,112,111,44,0,81,NA,24,0,0.42597191168036325
475468,353,35,122,69,17,100,100,14,0,0.37898800755018314
475486,360,102,105,121,1,61,33,16,1,0.3983924456983103
475547,104,4,27,67,0,100,100,8,0,0.36422913374431
475556,130,57,11,57,1,80,100,11,0,0.3787204926520911
475565,1048,333,513,64,32,52,38,15,1,0.4081488712988124
475574,40,35,2,2,0,0,75,12,1,0.3806240176897166
475608,160,15,29,95,13,100,100,5,0,0.35200368786265446
475653,40,30,0,7,0,5,NA,10,1,0.3735617024038443
475662,51,0,51,0,0,73,75,5,0,0.3550523651933642
475705,7,0,2,1,2,78,NA,24,0,0.41632880383929016
475714,412,9,366,26,0,61,75,6,1,0.35939600042223974
475723,666,11,143,461,0,91,68,11,0,0.37058439568343415
475732,1940,1243,190,275,8,40,43,16,1,0.5031368032839568
475741,144,58,5,66,0,100,50,13,0,0.3851872511615297
475839,194,37,28,94,0,67,50,13,1,0.38242162895567994
476063,579,298,79,176,0,75,NA,30,0,0.46508803064925536
476179,163,110,11,27,0,56,60,25,1,0.43054598518193943
476230,30,5,3,16,0,88,NA,39,0,0.4681766546627375
476355,31,2,4,18,3,100,NA,5,0,0.35406404721921825
476489,68,68,0,0,0,38,NA,25,1,0.42703566933313947
476498,404,0,399,0,5,94,NA,25,0,0.42004849364769403
476540,90,9,67,11,0,100,NA,15,0,0.3879849152592691
476559,92,4,82,6,0,100,NA,15,0,0.38767616550496875
476568,15,13,1,0,0,20,NA,7,1,0.3624469241867555
476595,48,3,38,0,0,89,NA,12,0,0.37750892867973634
476601,87,0,0,87,0,85,NA,14,0,0.38318820590188235
476629,152,8,11,126,0,88,NA,17,0,0.393314225216592
476683,516,437,16,35,0,55,100,21,1,0.4490773693446129
476692,47,0,0,40,7,56,NA,12,1,0.3751244196636127
476708,169,17,66,47,0,88,0,20,0,0.40387495791683103
476717,765,0,0,765,0,98,NA,19,0,0.3944969120419253
476726,832,3,815,5,0,69,NA,30,1,0.4395593041471299
476735,39,1,24,9,0,46,NA,7,1,0.36120347763630617
476753,240,5,113,73,0,80,NA,18,0,0.39571229913150224
476780,67,1,15,0,0,89,NA,19,0,0.3988430642605953
476799,191,9,44,4,0,94,NA,13,0,0.3774535665215738
476805,38,6,1,31,0,83,NA,10,0,0.3712083692583898
476841,161,4,52,71,1,90,100,12,0,0.3760541605705213
476850,104,5,48,36,0,89,NA,10,0,0.3707542277973803
476869,82,1,17,63,0,22,NA,15,1,0.38674823253466717
476878,164,54,4,106,0,100,100,16,0,0.39480984507778527
476887,641,434,62,59,4,71,48,20,0,0.44244178144526913
476896,129,13,68,34,1,77,NA,9,0,0.3681520919315575
476902,85,29,14,26,0,94,91,13,0,0.38270537358147927
476939,661,182,461,7,0,81,NA,13,0,0.3989945615103616
476975,10257,1242,1835,5182,313,74,43,23,0,0.3611832333196722
476984,179,25,16,109,0,100,NA,12,0,0.37806262710323185
476993,241,1,43,180,0,93,NA,16,0,0.3887292926793145
477002,43,2,0,38,0,100,NA,20,0,0.4034147224639172
477039,1887,528,698,333,29,50,0,15,1,0.4205562404103178
477233,89,2,6,60,0,84,NA,28,0,0.429524257156723
478582,127,85,13,21,0,44,40,17,1,0.4015439682864573
478591,228,49,58,100,0,96,79,26,0,0.42726226626762126
478616,99,73,6,12,0,54,36,17,1,0.4004262153394302
478917,46,1,8,35,0,81,NA,11,0,0.37389109297872836
478953,209,14,31,140,0,86,NA,16,0,0.3900316431311705
479062,124,15,20,77,0,89,NA,18,0,0.397531813907741
479424,284,29,76,10,0,63,NA,14,1,0.3815885595720529
479956,13774,1082,1610,8934,423,66,59,16,1,0.2717368446571086
479974,90,11,65,9,0,69,100,20,1,0.4046345891932124
479992,15,0,4,6,0,100,100,10,0,0.3706837040144623
480000,50,14,24,8,0,82,NA,17,0,0.39491328426728617
480037,1466,731,219,367,0,77,NA,34,0,0.5175553628756375
480073,297,85,79,85,2,38,NA,10,1,0.3765712552105432
480091,10343,2115,836,1985,0,22,0,39,1,0.49400437360614063
480125,466,53,280,96,0,91,76,19,0,0.40435638838854754
480161,2,0,0,1,0,0,NA,7,1,0.3612223516220299
480310,77,54,4,7,0,46,NA,12,1,0.38207064385078615
480471,868,34,184,21,0,88,NA,22,0,0.39439321218597995
480523,84,40,0,18,0,35,NA,28,1,0.43344544750097225
480532,79,17,4,49,0,45,NA,26,1,0.42471368162681133
480550,57,23,4,22,0,72,NA,29,0,0.43569872270296506
480569,815,150,174,361,20,64,0,6,1,0.3612759627591833
480727,36,1,1,27,5,94,NA,6,0,0.35658624622078217
480781,247,40,37,32,84,92,NA,10,0,0.3503448349267995
480824,720,287,317,71,0,62,NA,34,1,0.4786508850314342
480833,1076,223,550,174,2,67,NA,26,1,0.44147377967736096
480842,49,41,2,4,0,77,NA,6,0,0.3618193861880573
480851,28,1,24,0,0,64,NA,6,1,0.35814980152123815
480879,50,0,3,47,0,80,NA,10,0,0.3705295078933901
480888,152,43,59,42,0,89,NA,9,0,0.3713184679102238
480921,95,20,42,21,0,100,NA,16,0,0.3919049726388998
480967,241,0,18,3,1,48,35,8,1,0.3576814094629294
480976,53,9,2,41,0,100,NA,20,0,0.4041416321719222
480985,239,47,29,131,0,50,NA,3,1,0.35114181640353104
480994,118,75,15,14,5,67,100,17,1,0.39920478421734606
481003,293,144,91,46,0,87,NA,15,0,0.4005547006121011
481021,47,2,7,34,0,84,50,2,0,0.3453346466321947
481058,301,1,31,4,114,80,NA,19,0,0.3645464971538811
481067,20,16,2,2,0,100,NA,2,0,0.34694909841576665
481100,92,0,14,3,0,98,97,20,0,0.40128870780395925
481128,99,1,58,1,0,92,100,24,0,0.4159910411540448
481146,60,46,7,0,0,55,63,15,1,0.3913365939550206
481155,183,136,4,40,0,87,NA,16,0,0.4031725378486648
481191,105,10,78,7,0,74,NA,15,0,0.3879270503673273
481207,87,35,16,30,1,83,NA,20,0,0.40639593266148827
481225,32,7,8,8,9,25,NA,4,1,0.3499868316126072
481243,211,13,65,126,0,100,100,18,0,0.3972491762448416
481252,121,85,18,10,3,89,67,10,0,0.3779302563599664
481298,34,1,24,5,0,94,NA,15,0,0.3871105407832362
481313,95,24,62,8,0,83,83,15,0,0.38949696046484267
481340,33,0,5,26,0,86,NA,7,0,0.3610239311980269
481368,119,8,15,92,0,93,NA,8,0,0.36444809143630424
481401,568,38,23,34,0,100,64,12,0,0.3664594371033251
481410,84,0,0,81,3,84,NA,17,0,0.39223420425124694
481429,158,138,10,4,0,79,NA,30,0,0.45080761600495434
481438,76,0,0,71,5,75,NA,10,0,0.36898989931362347
481456,20,0,8,12,0,100,100,20,0,0.40353367211693636
481465,94,84,7,2,0,92,NA,10,0,0.3788059351628615
481474,91,3,10,51,0,92,NA,12,0,0.3764459839519161
481483,228,39,90,76,0,92,83,17,0,0.3964174460516535
481517,96,1,5,80,0,92,100,10,0,0.3700849645601288
481571,5,2,2,1,0,100,NA,16,0,0.390577769591155
481678,73,58,1,10,0,50,18,17,1,0.39909495413559637
481739,50,13,14,16,0,73,50,25,0,0.4212963787865589
481748,136,92,29,5,0,52,56,21,1,0.4156733006585857
481775,257,63,165,16,1,81,NA,51,0,0.5153943451232618
481845,67,23,9,29,0,68,22,12,1,0.37914657960936915
481863,75,15,9,30,0,48,NA,38,1,0.4651737077493329
481890,77,17,3,44,0,42,NA,39,1,0.4689401717025436
481906,65,10,0,40,0,50,NA,22,1,0.41046818402532703
481960,183,39,95,18,0,92,NA,15,0,0.3900359827552539
482015,1089,156,557,296,0,76,NA,25,0,0.4325470064244576
482060,359,17,267,39,0,90,NA,13,0,0.38155671253004614
482097,396,35,23,309,0,82,NA,18,0,0.39719690508691724
482149,10900,2628,958,5289,208,76,50,16,0,0.4963068743692509
482158,8363,2454,728,4231,184,65,35,18,1,0.5341572095484602
482167,109,92,3,1,0,62,55,25,1,0.4290026844347399
482176,213,6,62,107,0,96,86,20,0,0.4023677042860968
482185,47,5,5,23,4,62,NA,25,1,0.41920052926281554
482194,104,20,33,44,0,81,69,10,0,0.372312347307794
482200,28,5,1,22,0,80,NA,18,0,0.3972966195711047
482228,211,7,13,143,0,100,100,7,0,0.35947671609314924
482255,429,81,125,104,0,94,NA,18,0,0.4007129267952691
482291,1415,38,291,46,0,79,NA,26,0,0.39539531601893607
482413,107,37,24,7,19,0,0,3,1,0.3464340965570138
482431,2403,371,912,552,24,52,21,26,1,0.4347664816487713
482459,114,36,32,31,5,100,NA,5,0,0.3564864570336975
482468,522,340,28,78,10,40,0,18,1,0.4248721031790691
482477,31296,10636,4654,11449,109,65,37,43,1,0.9616573106886027
482556,67,32,13,8,5,100,NA,2,0,0.34682175849206853
482574,211,58,10,106,3,60,0,19,1,0.40325405187853447
482680,19291,750,3271,13054,243,73,61,19,0,0.2665714701388516
482699,1893,373,234,1136,9,39,0,18,1,0.41849008873942234
482936,1769,94,467,944,57,75,40,17,0,0.3749170428182894
482963,484,124,130,189,0,59,59,18,1,0.40669487108813956
482981,114,23,81,6,0,71,43,25,0,0.4226476763735291
482990,140,31,49,29,0,87,NA,20,0,0.4055773675534854
483009,125,7,114,1,0,69,NA,25,1,0.42123371877019194
483018,121,14,20,58,1,72,NA,6,0,0.35791707216004476
483045,11527,5748,908,4055,34,56,48,16,1,0.83507255366709
483054,86,34,3,36,0,85,NA,10,0,0.37343196064308815
483106,288,59,141,75,0,96,100,11,0,0.3791380206547427
483124,72994,6181,16833,35220,430,100,55,26,0,0.2549515338833892
483212,3463,1485,117,1601,7,57,35,20,1,0.5300465612387384
483258,54,50,4,0,0,100,NA,25,0,0.4252662137568586
483276,59,36,11,9,0,71,NA,20,0,0.40698229638679495
483328,52,5,14,32,0,89,NA,9,0,0.3678967940269794
483337,196,48,14,127,0,100,100,16,0,0.3938837439209999
483346,47,10,9,15,0,100,NA,17,0,0.3941537939508477
483355,189,133,1,44,0,73,NA,7,0,0.3731120184451238
483364,162,117,4,37,0,62,NA,9,1,0.3783404431022267
483425,55,8,3,37,0,91,NA,14,0,0.3841216232783798
483470,102,0,102,0,0,60,NA,20,1,0.4038919259573654
483504,430,226,31,72,0,40,NA,39,1,0.48706242782074816
483513,32,11,18,3,0,59,NA,25,1,0.42143124610063526
483559,57,12,12,32,0,75,14,15,0,0.3880228715643212
483577,116,12,2,75,0,80,100,7,0,0.3610335275965509
483595,8378,18,7251,31,68,70,33,28,0,0.40184946324567566
483647,121,87,2,22,0,86,NA,10,0,0.3786553679503089
483708,511,357,79,12,0,81,94,20,0,0.4369322836228176
483726,17,15,1,1,0,0,0,11,1,0.3755111433088207
483735,112,9,58,36,0,81,55,8,0,0.3649196032311867
483744,71,63,2,0,0,88,NA,15,0,0.39299291219097426
483753,62,25,23,9,0,71,82,20,0,0.4058804172042656
483780,1096,0,0,0,1020,75,NA,14,0,0.1585604024710359
483814,730,622,36,21,0,83,NA,31,0,0.5015443217764703
483823,512,451,41,13,0,58,NA,18,1,0.44116462067926226
483841,24,0,2,0,0,79,NA,10,0,0.37021013914003786
483850,7,5,1,0,0,75,NA,7,0,0.3616992934929472
483878,209,58,75,14,12,73,NA,23,0,0.4144559228839555
483896,61,12,8,35,0,20,11,11,1,0.3748124400106109
483911,16,2,2,11,0,86,NA,8,0,0.36453278309105747
483920,169,143,9,14,0,77,NA,19,0,0.4140748396528797
483948,56,48,7,1,0,89,0,12,0,0.38191668320448297
483957,21,0,19,2,0,92,NA,20,0,0.4036409575564302
484002,2280,291,1412,314,1,80,5,30,0,0.4593411220356056
484011,87,12,8,62,0,100,100,8,0,0.3649936036094826
484020,38,25,2,11,0,38,71,17,1,0.39601615413898367
484057,201,50,43,16,1,100,83,12,0,0.37905026986148616
484066,524,200,53,243,0,88,NA,12,0,0.3939731564375198
484075,82,49,16,12,0,11,11,30,1,0.44189603636100283
484084,99,14,13,62,1,83,87,15,0,0.3874713793404619
484093,99,38,5,55,0,83,NA,17,0,0.3969196701799356
484109,107,2,14,86,0,33,NA,18,1,0.39640418971341523
484127,53,1,15,34,0,6,NA,10,1,0.37066229263414313
484136,29,26,2,1,0,23,NA,25,1,0.42288109509934535
484190,32,28,0,2,0,89,NA,11,0,0.37667453245378657
484206,196,7,106,40,0,91,83,24,0,0.4162935414014587
484330,38,7,2,24,0,38,NA,38,1,0.46490937314402586
484349,91,29,4,43,0,48,NA,23,1,0.4156665189053804
484358,87,8,6,58,0,60,NA,29,1,0.4337113910866159
484367,513,38,340,45,0,87,NA,39,0,0.4695608797267344
484376,652,109,383,66,0,75,NA,36,0,0.46623676565506134
484394,147,1,24,116,0,93,56,13,0,0.37969495926106256
484473,5655,276,1349,3022,57,95,85,61,0,0.5045910751757198
484604,550,291,164,48,0,89,73,21,0,0.43423552506966506
484613,111248,26338,12772,34757,316,41,NA,147,1,0.997308451738928
484844,669,0,2,31,133,98,NA,14,0,0.3331738742613162
484871,114,0,0,114,0,94,NA,19,0,0.39942019954612185
484899,218,8,44,98,0,87,NA,14,0,0.3819179579979431
484905,3794,970,1925,553,24,65,53,19,1,0.48098916189017715
484932,1927,103,25,1729,0,47,35,12,1,0.3722463608802509
484950,95,1,17,62,0,75,NA,8,0,0.36368820170155286
484996,138,33,93,3,0,76,NA,24,0,0.42016910341554575
485014,87,49,13,20,0,66,57,12,1,0.38173472263535624
485032,165,84,20,58,0,56,59,13,1,0.38815167507723736
485111,6575,2738,598,2360,35,50,29,15,1,0.6061295599978951
485166,92,18,20,39,1,85,NA,23,0,0.4144116058060459
485236,45,27,0,11,0,0,53,7,1,0.36349433724919994
485272,961,158,722,40,8,60,0,15,1,0.40086322930640306
485342,329,47,54,132,0,69,NA,17,1,0.39441187962606317
485360,3,3,0,0,0,100,NA,10,0,0.37115089597338546
485379,239,64,114,28,0,64,NA,24,1,0.42233883284720253
485388,273,98,125,38,0,60,NA,25,1,0.4296954126491008
485397,152,105,7,3,0,56,78,23,1,0.42277741175356787
485412,94,10,70,12,0,88,NA,19,0,0.40130139988956987
485458,4130,838,428,2554,17,66,36,15,1,0.4369155932385654
485476,81,3,4,63,0,86,NA,10,0,0.3703659849215713
485485,283,0,276,0,7,84,NA,25,0,0.41912878890115285
485494,121,41,62,10,0,94,100,15,0,0.39090335632540885
485500,75,28,15,15,0,84,67,36,0,0.4598830684079832
485519,403,120,53,187,1,75,50,24,0,0.42590215523124525
485564,179,149,0,29,0,80,0,23,0,0.42804498229308885
485573,287,8,66,201,0,91,100,30,0,0.43626242261959275
485591,27,25,1,0,0,100,NA,9,0,0.3699804753267826
485607,44,7,28,9,0,92,100,15,0,0.3877905655337804
485698,155,4,3,140,0,75,NA,8,0,0.363569922178081
485768,746,87,266,25,344,49,NA,25,1,0.3347094267814339
485801,67,18,42,7,0,100,NA,20,0,0.4054226145057323
485856,39,5,3,27,2,0,NA,11,1,0.3737709923545801
485874,200,69,93,31,0,100,89,23,0,0.42020265929882283
485926,171,0,169,2,0,85,NA,25,0,0.4207883052712929
485953,77,35,7,33,0,73,NA,1,0,0.34529849948936253
485962,27,18,0,8,0,14,100,12,1,0.37895364088268885
485999,112,0,0,112,0,87,NA,6,0,0.3572678873483494
486017,23,0,0,21,2,25,NA,5,1,0.354230622177585
486026,132,0,0,132,0,85,NA,22,0,0.40925531719906316
486053,200,3,8,158,5,100,100,11,0,0.3710883649372709
486123,10,0,1,0,2,43,NA,3,1,0.34788995095752445
486150,107,40,27,32,3,86,90,11,0,0.37675684410140614
486169,84,32,6,41,0,65,NA,20,1,0.4062712903127655
486196,226,0,0,207,19,83,NA,23,0,0.4066812527223461
486202,9,0,0,9,0,67,NA,3,1,0.348555762622177
486239,319,0,76,2,237,100,NA,10,0,0.30923032824565866
486248,144,4,104,2,0,28,NA,25,1,0.4199253706671298
486257,414,124,72,192,2,36,60,32,1,0.45380020698999163
486284,100,6,6,63,3,22,NA,13,1,0.37920750856490076
486354,137,7,6,6,118,63,NA,23,1,0.38141466157242665
486372,127,0,0,3,0,25,38,8,1,0.36072548654978803
486381,37,1,16,16,0,74,NA,20,0,0.40349896219920783
486406,15,0,0,14,0,100,NA,8,0,0.36431793664731266
486415,552,480,45,11,0,82,NA,40,0,0.5194612714048581
486424,136,136,0,0,0,80,75,15,0,0.4002409733510727
486442,117,3,3,109,0,1,NA,20,1,0.40301193524834655
486488,6,0,2,2,2,0,0,4,1,0.35122196719632226
486497,50,0,32,9,0,100,NA,25,0,0.4200571887075487
486503,54,0,54,0,0,81,NA,14,0,0.3839887489395682
486512,494,0,494,0,0,76,NA,30,0,0.4386528494414693
486530,148,94,12,35,0,88,NA,6,0,0.36643542834212756
486558,343,48,126,38,0,70,NA,14,0,0.38449594409537813
486567,234,14,26,129,1,88,100,25,0,0.4184827001757139
486576,235,0,235,0,0,67,NA,39,1,0.46867342826253344
486619,115,2,45,58,0,100,100,16,0,0.3899625222793812
486691,127,112,6,2,0,60,42,13,1,0.39110443205776074
486707,132,90,4,23,0,27,NA,26,1,0.4319571735606524
486716,75,24,3,40,0,56,NA,25,1,0.422133692500726
486752,63,20,2,26,0,66,NA,21,1,0.4082220617188895
486770,155,95,34,21,0,74,NA,20,0,0.41266745745408917
486798,1962,737,831,321,0,78,NA,30,0,0.5089901913814628
486813,617,25,502,44,0,67,NA,25,1,0.422440094269046
486822,780,40,398,216,0,87,NA,35,0,0.4537141849067358
486840,47764,13304,7526,18938,1499,77,62,23,0,0.8745764907246643
486859,99,7,13,64,0,83,NA,18,0,0.39674260590793453
486877,9,1,0,4,0,100,NA,9,0,0.36759764059623024
486886,31,3,12,7,0,88,81,21,0,0.40692187267222957
486901,1240,54,46,940,99,82,NA,10,0,0.3398525568147524
486938,652,89,172,159,0,75,NA,15,0,0.3878288609530379
486947,629,126,33,382,0,60,0,9,1,0.37417023003430844
486956,1226,564,260,234,5,80,0,12,0,0.4246055443516718
486983,70,23,14,25,0,94,NA,8,0,0.36622351447192025
487047,49,39,2,2,0,62,NA,8,1,0.3679235036365574
487065,96,11,52,28,0,69,NA,10,1,0.3716924790648268
487083,44,0,4,39,0,80,NA,6,0,0.3577787986864473
487092,967,70,104,257,138,94,NA,10,0,0.32762808892005313
487162,5381,1980,681,2498,16,56,54,16,1,0.5595480461240502
487232,54,2,34,14,1,74,NA,10,0,0.37068515781472683
487302,583,352,10,169,0,45,NA,31,1,0.4729819825694262
487311,659,159,78,281,0,62,NA,16,1,0.3995047568650033
487320,12077,924,6384,2913,0,50,33,14,1,0.41193996930701027
487348,122,2,17,79,2,100,83,14,0,0.38226559306299224
487375,1222,182,408,181,0,77,0,20,0,0.4070877713007505
487481,1234,119,383,59,0,79,NA,25,0,0.41153499668741156
487506,88,7,6,68,0,83,93,8,0,0.3644156192576966
487524,3367,182,28,2683,73,75,24,15,0,0.35275166010410336
487533,138,9,65,52,4,85,69,21,0,0.4062246062573117
487588,115,90,2,6,0,80,NA,23,0,0.4218896951208478
487597,1701,68,1118,197,1,83,NA,46,0,0.49018331083466715
487603,1352,66,125,807,7,50,53,27,1,0.4148004030001804
487658,89,20,2,60,0,75,NA,20,0,0.4048823760531732
487676,202,41,21,126,0,100,100,15,0,0.3897316528052165
