UNITID,EFTOTLT,EFBKAAT,EFHISPT,EFWHITT,EFNRALT,RET_PCF,RET_PCP,STUFACR
100654,7295,6326,156,174,226,70,21,19
100663,20905,4586,1384,10052,1873,80,47,18
100706,8564,820,608,5715,278,84,43,17
100724,4081,3464,53,143,109,70,21,15
100751,40846,4887,2914,28204,1207,89,50,19
100760,2140,480,124,1418,4,60,31,16
100830,5217,1712,53,1715,1221,68,60,13
100858,34145,1628,1524,26962,1767,95,71,21
101028,1705,782,125,645,4,52,27,14
101116,303,224,2,44,1,62,50,13
101143,2699,491,244,1709,16,63,40,17
101161,7553,1672,372,4860,36,62,44,16
101189,3086,943,141,1626,141,64,52,14
101240,5071,847,427,3422,39,62,37,17
101277,81,0,20,61,0,77,NA,20
101286,4044,1187,310,2263,7,62,43,14
101295,6424,476,745,4826,32,66,47,18
101301,1925,1452,37,358,9,63,36,15
101365,444,324,9,79,0,67,100,14
101435,892,212,48,559,0,67,NA,15
101453,178,13,5,153,4,0,NA,8
101462,1187,655,116,270,23,51,40,13
101471,960,507,25,414,6,78,74,13
101480,9955,2174,495,6068,310,65,18,19
101505,9240,1989,810,5713,143,59,44,19
101514,9119,1474,944,5686,75,65,48,22
101569,3453,2744,171,342,22,59,34,19
101587,6820,2360,155,3768,105,65,33,19
101602,2062,374,69,1462,4,64,39,16
101648,332,91,44,167,0,46,NA,11
101675,1180,1100,23,39,0,56,0,12
101693,1545,222,56,832,32,74,NA,14
101709,3088,440,181,1720,86,73,50,13
101736,4665,378,562,3341,15,69,36,18
101879,10204,1225,241,6849,452,80,36,18
101897,3208,61,618,2272,7,69,62,17
101912,1226,780,97,16,0,71,33,14
101994,641,402,22,174,4,63,43,15
102030,4001,2385,135,1038,78,55,31,17
102049,6097,476,307,4880,72,93,NA,14
102058,95,95,0,0,0,67,25,3
102067,4601,1535,347,2458,36,58,40,18
102076,2917,204,558,1989,8,68,35,20
102094,14003,3110,742,8448,287,76,39,19
102234,919,122,88,536,93,70,100,11
102270,731,644,2,46,23,53,68,13
102298,760,521,47,36,109,54,NA,17
102313,2046,1504,112,314,10,51,33,16
102368,13658,4358,774,7017,510,71,29,16
102377,3121,2482,12,56,0,81,NA,14
102395,367,110,46,168,0,43,58,14
102429,4378,596,196,3367,0,66,57,16
102553,10493,327,1052,4737,166,71,49,11
102580,38,0,1,27,0,100,NA,5
102614,6893,181,609,3693,168,74,42,11
102632,2000,31,171,1090,25,76,29,9
102669,593,26,47,215,5,68,40,7
102711,269,3,9,107,1,92,99,12
102845,2157,176,627,747,10,25,NA,25
103501,250,25,18,63,0,76,NA,16
103741,203,10,112,53,0,79,76,15
103893,1080,144,610,145,3,74,NA,25
103909,528,50,223,132,2,79,NA,12
103927,517,29,356,64,1,79,NA,20
103954,47,6,24,13,0,100,NA,24
103963,689,72,322,177,0,81,NA,24
104090,739,123,222,122,1,25,NA,22
104151,79818,3231,18769,30450,12563,87,52,18
104160,8964,95,6755,972,138,67,50,22
104179,56365,2315,14219,24404,3636,83,52,20
104346,5053,314,2173,1408,87,61,36,15
104391,76,0,18,45,0,94,NA,18
104443,104,26,30,18,0,79,56,12
104568,298,23,92,125,0,86,75,22
104586,3264,77,519,1759,273,82,38,17
104717,113257,22814,25767,49869,967,72,47,20
105206,4619,73,1456,2574,0,49,38,12
105215,527,18,76,319,0,82,NA,35
105297,1434,2,3,11,2,48,50,16
105330,28467,863,7113,14252,1141,75,26,19
105525,16283,813,8114,5624,151,68,51,18
105543,562,16,308,84,1,78,NA,25
105589,867,36,68,605,1,74,NA,8
105659,1417,228,507,368,0,84,NA,34
105899,1421,118,364,702,48,54,50,16
106041,1957,100,717,645,0,83,NA,36
106245,8216,1865,683,3905,579,76,50,13
106306,342,313,7,9,5,23,33,13
106315,106,94,3,9,0,43,NA,20
106324,61,6,3,49,0,93,83,14
106342,659,49,42,222,51,71,NA,11
106351,123,113,3,7,0,50,NA,25
106397,33610,1314,3760,23937,1220,86,63,20
106412,2005,1757,59,60,75,64,27,12
106449,3277,219,238,2629,4,62,52,17
106458,15726,2581,796,10015,1277,78,53,17
106467,8746,460,1067,6358,183,74,39,17
106485,2856,875,274,1544,23,72,75,12
106494,29,6,0,22,0,86,NA,15
106546,583,200,39,299,5,67,NA,8
106625,1705,49,48,1505,0,57,65,16
106704,10112,1528,786,6692,346,73,33,15
106713,547,63,54,329,43,63,50,9
106795,1312,117,369,654,0,64,25,14
106810,241,32,12,190,0,54,NA,10
106883,1401,518,43,748,10,70,53,10
106908,360,79,26,175,0,92,100,16
106980,1805,206,246,1163,24,51,41,16
106999,1192,35,103,961,10,70,61,11
107044,4696,291,215,3673,222,86,NA,13
107071,2055,670,76,1143,52,62,7,14
107080,1110,83,93,769,23,80,NA,11
107099,86,4,12,61,0,78,NA,22
107141,2350,91,274,1579,152,81,50,15
107220,245,19,47,155,0,59,NA,13
107293,52,1,5,42,0,78,NA,20
107318,1022,589,37,330,10,58,51,11
107327,1461,433,98,879,0,64,47,20
107442,39,35,0,4,0,67,NA,18
107460,2089,30,234,1632,1,54,44,14
107488,206,10,68,106,0,59,0,8
107512,1858,103,115,1508,35,83,20,14
107521,1983,323,224,1328,0,54,57,13
107549,1069,8,21,1023,0,64,55,13
107558,778,48,105,338,218,69,NA,14
107585,2248,202,296,1561,2,61,35,21
107600,780,617,24,50,63,66,63,11
107619,1199,602,45,515,0,66,79,11
107637,916,567,117,199,4,44,42,8
107655,42,8,1,31,0,92,NA,14
107664,4478,2031,580,1425,27,56,46,16
107725,1305,351,179,674,5,67,35,12
107743,786,11,94,544,31,63,63,19
107789,99,1,19,74,1,95,NA,9
107831,54,3,3,48,0,80,NA,18
107840,287,176,8,95,0,39,25,16
107877,517,49,17,391,42,70,NA,14
107974,1207,407,84,639,11,57,28,12
107983,4732,925,196,2612,736,66,21,16
107992,991,382,47,463,0,57,32,11
108065,8,8,0,0,0,83,100,15
108092,5496,238,1100,3132,56,70,54,18
108232,5498,714,990,1550,910,75,42,14
108667,6141,1069,1859,973,34,62,32,38
108807,11463,212,8116,2109,12,68,41,28
108852,112,10,9,43,39,73,NA,12
108977,334,28,241,42,2,94,67,25
109040,2168,274,1384,126,0,77,NA,29
109208,30462,1921,9459,11183,47,72,46,29
109651,2308,26,198,242,1089,86,NA,9
109721,315,84,45,163,0,55,NA,13
109785,6272,396,2483,1420,239,84,43,9
109907,3226,666,1471,663,3,67,35,26
109934,341,33,228,27,0,77,NA,13
110060,263,29,62,16,114,45,0,7
110097,5434,190,1081,2060,539,84,75,15
110194,307,9,224,47,0,91,NA,22
110246,10968,280,3768,5182,84,68,42,21
110334,9457,78,4723,3583,54,73,55,20
110361,11902,982,5204,3304,330,74,38,21
110370,1308,47,189,254,458,87,100,8
110404,2430,68,277,560,810,97,NA,3
110413,3351,131,1377,1179,230,79,NA,13
110422,23069,173,5773,11027,218,96,60,19
110486,10419,439,7074,1379,129,79,62,20
110495,9724,264,6008,1719,64,82,37,18
110510,18492,1012,12792,1884,539,80,47,22
110529,27636,680,14906,3599,585,87,64,25
110538,15257,453,5768,6279,319,82,46,23
110547,15182,1867,10095,812,376,74,36,21
110556,24427,720,15002,3765,696,82,43,22
110565,43662,1114,23693,6184,1002,82,59,26
110574,12326,1105,4589,2014,863,76,68,22
110583,42003,1668,21521,6272,1527,87,62,23
110592,23163,1000,17299,1120,468,72,43,21
110608,38313,1996,21049,7068,1632,73,56,25
110617,31943,2134,11912,7555,724,82,53,24
110635,45882,1152,8581,10075,7266,97,81,18
110644,40065,829,9262,8954,5985,93,83,22
110653,37297,816,9146,5513,5850,94,68,19
110662,47335,1730,10220,11678,6352,97,83,20
110671,26384,931,9697,3087,2326,88,54,22
110680,44256,739,10133,7847,8029,94,84,19
110705,26133,560,6652,8340,3111,93,41,17
110714,19938,409,5415,6133,1187,88,31,22
110875,122,7,62,45,0,97,NA,14
111054,98,5,27,43,0,88,NA,14
111081,1277,80,190,394,387,82,0,7
111188,837,32,182,394,3,77,100,11
111434,6625,155,2992,1512,181,69,35,27
111461,18075,1014,9215,4701,106,70,27,25
111513,219,15,135,46,0,88,83,19
111708,223,32,98,27,0,97,NA,19
111717,266,9,226,14,0,84,NA,20
111726,130,0,127,2,0,79,NA,13
111744,162,7,134,15,0,85,NA,20
111762,142,1,138,1,0,69,NA,24
111799,171,1,168,1,0,84,NA,21
111887,21859,1384,14898,2516,58,67,44,26
111896,5549,321,2645,1936,5,27,15,24
111920,12842,1168,5768,1849,84,70,41,24
111939,22460,1430,14463,2826,87,69,47,25
111948,9760,229,1902,4171,460,92,60,12
111966,852,308,137,62,0,50,67,4
112075,3658,202,1127,1648,103,75,NA,13
112084,96,15,26,35,1,86,NA,9
112172,10429,366,6851,1518,166,70,43,24
112181,114,3,24,74,0,95,100,14
112190,19267,1400,5276,4529,314,70,41,24
112260,1393,57,206,499,208,98,NA,8
112288,635,18,495,81,0,92,NA,12
112367,238,8,146,34,0,100,100,10
112385,9008,834,3004,2406,175,43,30,39
112394,477,65,122,137,0,69,50,13
112455,109,7,88,7,0,63,NA,13
112561,2828,84,702,1703,54,58,30,21
112570,71,12,3,28,0,25,25,7
112686,5225,1367,3228,85,0,50,26,17
112826,6538,895,3159,745,124,72,38,22
113096,15744,1349,4641,3344,40,74,42,29
113193,11283,204,4008,5338,21,73,39,27
113218,8905,366,3078,4157,15,72,43,28
113333,17425,471,4520,3567,1318,76,33,28
113449,132,7,82,36,0,85,NA,25
113573,12861,306,9509,1891,69,70,44,26
113582,94,6,17,41,5,0,NA,8
113616,52,0,4,10,30,86,NA,5
113634,17228,1154,5373,4879,606,76,49,25
113698,1900,100,513,466,50,85,100,8
113856,33677,2042,22106,3863,195,65,31,33
113980,21664,2560,9611,2475,340,73,32,28
114266,9336,255,4013,1094,56,73,29,27
114433,2055,183,824,706,24,60,0,17
114460,220,20,107,58,0,96,86,15
114637,43,2,13,9,0,100,NA,20
114761,69,5,15,34,0,90,NA,17
114813,2879,127,1745,626,68,72,50,10
114859,19521,568,11917,2793,180,72,41,25
114938,6083,143,3894,1179,8,69,39,27
115001,12075,304,3173,7023,198,73,40,28
115010,896,59,282,190,0,90,NA,21
115126,10721,183,3646,2466,253,70,35,29
115296,14440,700,5424,5509,205,71,49,24
115357,164,23,111,22,1,88,100,15
115393,11273,220,8602,1524,0,73,38,22
115409,951,49,204,227,101,96,NA,8
115658,77,4,46,2,0,75,100,15
115755,6237,155,1776,3202,23,76,39,16
115773,699,49,163,107,288,100,NA,5
115861,8873,102,7671,755,1,76,55,31
115931,765,37,523,79,0,79,NA,40
116439,13018,307,3316,3434,604,79,44,31
116563,157,16,52,67,0,100,NA,11
117052,8796,177,6633,1215,5,64,42,23
117104,621,39,246,217,10,73,100,12
117140,5021,399,2982,864,209,64,33,10
117168,775,13,183,310,39,84,NA,9
117195,4040,212,1215,1637,18,44,26,25
117238,150,54,65,20,0,86,NA,25
117247,9328,1875,2764,1580,52,54,30,31
117274,2038,178,623,874,0,57,42,16
117557,436,49,15,57,306,89,NA,15
117575,161,23,26,74,4,0,0,9
117627,1574,133,747,193,141,77,100,12
117645,24985,2978,14971,3044,87,71,38,29
117690,9463,1117,5607,1224,23,72,21,27
117706,16906,823,8378,4788,137,76,40,30
117715,5371,1835,2509,572,7,52,21,22
117724,12519,1614,9451,614,41,65,32,26
117751,2860,92,662,1558,63,85,88,13
117788,14611,1212,7968,2738,381,67,27,30
117894,8455,1116,3897,1573,32,74,46,23
117946,10179,808,2793,3732,907,89,100,10
117955,229,3,175,42,3,83,100,20
118134,70,2,56,10,0,80,100,9
118161,86,2,29,52,0,86,NA,10
118198,2000,730,461,560,0,77,52,30
118347,4838,152,1750,2144,77,71,51,17
118684,4225,98,1571,1569,8,63,32,16
118693,810,41,255,132,187,70,NA,14
118718,12472,473,8228,2054,45,63,33,28
118772,7022,1590,2371,1157,34,55,27,33
118888,640,34,34,110,219,0,NA,7
118912,11478,410,4999,3914,83,91,NA,18
118930,6909,276,2416,796,118,73,30,26
118958,90,1,83,1,2,100,83,15
118976,18258,588,10576,4975,171,71,43,32
118994,411,173,136,30,2,89,NA,21
119067,7173,196,3589,2053,26,68,35,23
119164,29971,1046,19866,2403,248,77,54,26
119173,2312,161,1297,250,24,71,100,8
119216,17627,991,9103,3703,0,63,40,32
119270,824,58,63,180,361,80,100,6
119331,4844,226,2334,1171,14,72,51,21
119553,1258,164,375,338,0,82,NA,23
119605,22115,3267,7841,6607,1,53,29,16
119775,273,33,91,59,5,63,NA,8
119951,207,16,100,66,0,100,NA,26
120069,381,50,251,23,0,67,NA,38
120078,653,33,452,59,0,76,NA,26
120087,294,25,201,34,0,68,NA,37
120166,389,24,8,5,294,72,NA,10
120254,1881,83,331,856,97,90,NA,9
120290,9061,299,2221,1130,302,74,32,26
120342,17096,268,6398,4946,806,74,51,27
120403,1267,79,295,322,238,74,NA,9
120421,7361,134,5622,833,19,76,39,28
120537,1025,68,249,355,14,52,67,13
120661,147,9,43,4,0,95,NA,15
120838,101,0,0,0,100,100,NA,12
120865,974,46,261,154,26,89,NA,12
120883,6944,240,1678,1250,777,88,50,13
120953,3833,444,1883,948,2,52,23,22
120971,19550,573,9728,6181,92,70,39,25
121044,24597,998,11652,3905,548,76,43,23
121150,8976,724,1994,3762,617,88,NA,12
121257,1242,52,148,580,119,94,0,10
121309,4757,128,1464,2281,51,86,NA,13
121345,1700,154,288,482,235,98,NA,7
121363,4784,66,3833,544,4,51,12,25
121433,93,0,66,1,26,85,NA,20
121637,112,1,25,78,0,83,NA,18
121691,3087,195,1399,979,67,84,100,10
121707,4706,123,1094,2270,1,56,39,17
121859,254,13,194,25,0,95,90,15
121868,196,10,126,45,0,100,74,15
121886,17441,405,12202,2060,24,100,0,31
121901,21730,1526,14840,2784,110,70,45,26
122180,19920,1852,6458,5345,53,69,39,26
122205,20764,509,6429,8749,400,77,39,27
122339,13242,1331,6575,2892,15,61,36,22
122384,14257,812,4551,4425,23,72,47,27
122409,41137,1421,14962,13607,1345,91,79,27
122436,9714,490,2508,4017,578,91,0,13
122506,439,7,31,100,166,93,NA,5
122597,22563,1396,8341,3621,1149,83,54,19
122612,8913,668,1976,2286,977,84,50,11
122658,20969,1685,10793,2750,20,68,45,45
122694,798,36,561,109,3,67,NA,19
122728,1865,100,434,782,188,77,50,10
122746,8609,380,4345,1270,130,65,29,26
122755,37661,1238,11208,6028,2735,87,62,25
122791,9901,261,3502,2348,351,73,48,24
122889,12334,288,4467,4593,331,65,51,24
122931,9728,288,1882,3205,1322,94,50,11
123013,17854,395,7593,6990,89,72,48,20
123165,1137,43,130,602,51,94,NA,10
123217,14494,251,10475,2583,19,71,53,29
123299,9073,183,1885,5342,0,100,100,28
123341,19125,595,4352,10404,57,72,46,25
123350,220,7,161,28,0,87,76,13
123457,992,42,266,432,42,60,0,17
123484,1575,43,301,918,18,48,19,13
123493,91,23,28,14,0,93,NA,15
123527,14055,1434,10074,1345,15,81,27,25
123554,2734,142,788,961,94,85,75,10
123572,5891,164,2394,2436,32,79,58,17
123642,306,13,156,80,0,50,100,15
123651,2246,121,1003,697,11,70,56,13
123679,214,10,78,13,1,95,52,13
123800,20986,1091,13363,2922,67,70,39,26
123952,418,11,63,69,212,91,NA,9
123961,46566,2822,7948,10186,12374,96,67,9
124292,566,0,111,361,38,92,NA,11
124681,1079,34,351,9,0,80,NA,25
124706,222,13,110,5,0,80,NA,17
124937,158,9,65,12,0,67,82,16
125028,12222,226,7933,2624,45,74,37,29
125082,98,13,65,9,0,89,NA,20
125091,8423,528,5129,1117,5,71,97,23
125170,6278,1091,1999,1276,47,63,36,33
125231,49441,20632,5033,17263,293,0,42,31
125310,46,0,38,6,0,80,NA,15
125462,4175,120,3243,429,10,70,37,28
125499,7655,195,2379,2038,41,78,44,29
125727,1310,35,304,677,23,85,NA,10
125763,795,44,319,191,102,66,NA,8
125897,849,43,226,334,45,74,67,13
126076,163,0,0,161,2,95,NA,12
126119,6320,175,2499,1839,2,62,44,21
126182,2901,188,728,1536,8,51,8,14
126207,8542,141,2841,3464,8,72,46,17
126359,139,6,49,74,0,68,NA,17
126562,23124,1234,5013,11262,1760,73,54,17
126580,11354,555,2167,6843,191,68,38,15
126605,397,25,90,229,0,75,NA,14
126614,38799,719,5027,25110,2495,90,60,19
126669,9951,1181,1292,5967,0,84,27,17
126678,2056,48,220,1389,106,94,NA,9
126711,5494,52,1696,3336,0,40,34,10
126775,8044,117,1006,5236,602,93,50,18
126784,85,1,10,63,0,93,NA,10
126818,34096,901,4979,22988,1906,86,54,17
126827,31830,6395,782,8486,0,51,42,31
126863,8833,1500,2919,2183,814,61,40,15
126915,304,3,108,166,0,100,94,6
126951,1212,138,465,472,0,70,NA,25
127060,12813,693,1821,8049,702,89,65,9
127158,6123,332,2425,2984,24,93,91,11
127185,3544,54,512,1618,33,66,42,14
127200,21970,401,5970,12378,407,100,33,22
127316,248,43,79,103,0,93,81,8
127389,690,17,288,304,34,56,24,16
127556,9785,135,2018,6285,128,79,39,18
127565,18453,1453,6637,7982,148,63,35,14
127653,1094,24,110,760,25,54,NA,10
127732,1684,21,291,1215,61,73,52,18
127741,8869,346,2196,5446,177,76,33,14
127778,959,30,376,429,58,44,41,14
127884,7284,261,2572,3470,41,0,0,20
127918,4605,283,1263,2163,254,71,0,11
127945,2061,289,330,1107,2,54,28,13
128106,6851,335,2090,3424,75,64,30,16
128151,1060,133,604,207,27,67,NA,20
128179,679,120,133,392,0,52,NA,22
128188,1077,56,396,541,0,60,NA,22
128258,1613,116,727,566,40,64,59,16
128328,4114,215,470,2590,59,97,NA,7
128337,149,5,75,44,0,81,67,20
128391,3568,145,675,2118,33,72,33,17
128498,1239,345,322,439,50,67,0,17
128586,46,0,0,44,2,71,NA,9
128744,3838,816,633,912,1187,61,29,15
128771,9997,1421,2002,5360,196,77,40,14
128780,2012,432,446,942,18,100,67,15
128896,209,42,66,70,0,77,NA,20
128902,1990,98,227,1345,117,90,NA,9
129002,402,165,106,81,0,30,NA,13
129020,28306,1983,4109,14200,3247,92,73,17
129154,2970,835,459,981,1,67,25,13
129181,1008,157,261,338,0,75,25,27
129215,4355,362,629,2771,11,84,0,15
129242,6864,170,572,5190,173,91,0,12
129349,178,45,56,62,0,97,100,21
129367,36315,6189,11771,13712,254,69,51,15
129482,402,162,156,55,0,60,74,16
129525,6015,849,978,3149,326,83,0,11
129534,719,12,119,478,26,91,100,6
129774,442,59,91,234,3,59,NA,11
129923,928,297,325,216,0,72,70,18
129941,9229,757,1238,3400,3108,76,50,17
130174,1373,428,404,293,0,49,9,15
130183,16178,5702,2254,6170,190,33,21,20
130226,9424,473,1128,6630,207,89,25,12
130253,11022,481,1346,7001,1463,83,100,15
130314,1952,209,319,1091,25,82,NA,10
130493,9377,1701,2198,4360,77,78,75,11
130590,2238,132,223,1282,300,90,50,9
130624,1108,34,150,707,32,99,NA,7
130697,4011,385,693,1825,356,95,NA,8
130776,4169,440,1117,2031,28,73,38,11
130794,15564,1147,1848,4944,3776,99,NA,5
130873,355,212,46,64,0,91,NA,21
130934,5327,3892,439,411,148,70,23,17
130943,24412,1550,2292,14840,2760,92,20,16
130989,1001,178,156,332,241,72,50,18
131061,152,56,33,51,0,65,78,14
131113,13746,3083,1661,6018,1528,61,31,12
131159,12321,1187,1618,6136,1115,88,63,10
131283,5243,443,858,2674,599,87,0,11
131399,4202,2339,995,267,157,68,39,8
131450,1335,205,282,587,56,71,NA,6
131469,25374,2699,2647,10748,3673,92,73,13
131496,20031,1185,1437,7588,3299,97,100,11
131520,14890,10050,972,120,651,91,29,13
131803,188,154,15,5,0,100,50,47
131876,1948,1054,514,43,14,69,63,9
132374,3304,1090,1013,1068,0,72,NA,17
132408,717,67,115,251,0,45,67,8
132471,6825,1775,2106,1582,550,63,17,7
132602,2853,1559,151,9,55,62,0,17
132657,3514,314,577,1447,572,77,28,16
132675,99,27,2,64,0,64,43,7
132842,818,34,670,48,11,83,63,12
132903,69713,6153,21070,29662,3215,92,88,28
132976,330,38,72,195,1,54,NA,15
133155,875,190,499,163,0,91,99,20
133465,433,161,91,89,6,100,50,12
133492,1893,56,190,1419,74,76,0,11
133526,1177,1002,50,60,1,54,0,14
133553,11426,844,1582,5831,1108,88,57,18
133650,9313,7820,619,572,46,89,58,14
133669,31607,5033,8335,12777,2437,84,81,24
133711,2425,73,358,1680,84,76,NA,15
133809,728,24,69,531,22,76,NA,14
133845,225,89,17,19,0,57,38,16
133854,108,60,19,3,0,76,NA,19
133863,158,37,47,24,0,74,NA,24
133872,1861,286,569,599,63,64,41,6
133881,8992,549,1685,4125,1489,80,50,13
133951,54723,6183,35483,5313,4634,92,87,24
133979,1277,1059,37,57,102,50,62,17
134079,3211,243,539,2023,117,80,NA,11
134097,43889,3730,9258,24245,2418,96,92,17
134130,56311,2957,12024,26717,5128,98,72,16
134228,28,18,2,8,0,32,33,7
134237,27169,8741,5285,9416,3,53,NA,32
134291,610,114,43,385,0,71,43,21
134307,1040,104,805,75,34,83,98,20
134510,152,8,20,100,13,92,NA,5
134529,218,165,25,16,0,69,NA,25
134714,186,53,15,107,0,75,61,13
134945,4247,538,637,2153,203,75,80,11
135081,20888,3645,6376,4066,457,71,25,14
135142,63,0,63,0,0,100,90,20
135179,894,126,246,483,0,79,76,8
135267,764,108,268,343,17,87,NA,21
135276,1349,471,98,697,0,31,64,15
135294,393,184,98,11,96,75,91,15
135337,30,4,3,8,0,70,100,20
135364,508,213,22,239,0,50,71,9
135407,1486,166,572,578,69,78,18,10
135522,741,115,262,303,16,90,50,16
135559,70,8,39,23,0,50,75,9
135647,665,270,320,27,38,100,100,13
135726,19852,1490,4952,8466,2151,94,NA,11
135735,3608,849,1643,892,47,69,66,14
136109,118,23,15,68,1,92,80,6
136172,16154,1970,2591,8916,592,85,65,19
136215,20910,3588,6597,5964,1137,76,15,16
136303,166,74,66,21,0,20,100,2
136330,4147,398,799,2178,353,68,0,13
136491,1126,154,256,606,36,72,78,8
136659,432,21,36,333,0,77,56,17
136765,407,89,172,142,0,0,2,20
136774,1666,64,277,706,341,86,NA,11
136826,1045,246,638,72,67,33,26,18
136950,3046,184,592,1702,251,85,NA,12
137023,727,122,73,488,0,84,NA,15
137032,9692,1718,1424,2415,740,59,NA,25
137087,1463,485,240,593,48,45,57,7
137120,1116,100,259,677,0,26,6,6
137245,1573,828,477,192,0,73,NA,15
137272,79,1,26,42,6,100,NA,4
137351,49622,3966,10990,21176,5316,91,70,22
137476,7652,1750,3620,1116,456,57,0,17
137546,3775,362,753,2003,249,78,0,10
137564,11510,1233,2563,5592,910,70,50,19
137591,321,42,80,194,0,79,71,9
137713,250,39,43,153,2,52,53,8
137777,28,0,0,27,1,100,NA,4
137847,11433,342,1535,7894,676,85,NA,17
137856,201,40,12,137,0,84,96,15
137865,494,81,46,314,5,63,NA,16
137953,427,82,56,246,6,57,17,11
137962,152,28,26,80,1,28,NA,12
138275,900,232,194,372,42,44,NA,13
138284,157,19,6,124,0,51,0,10
138293,878,247,139,329,112,41,0,17
138309,3121,877,743,883,0,100,NA,10
138354,14822,1640,2109,8403,582,89,70,22
138372,1266,300,481,433,0,70,72,19
138479,960,385,332,183,0,73,NA,15
138488,2912,619,963,818,308,17,9,29
138497,278,20,40,185,0,88,NA,8
138558,3825,343,389,2936,26,69,43,21
138600,1079,388,140,403,25,81,NA,10
138655,521,257,116,60,0,60,33,23
138664,117,95,11,1,0,48,NA,12
138682,2719,2127,79,386,12,51,29,12
138716,6768,5607,248,446,28,79,33,21
138761,496,256,40,142,7,40,NA,19
138822,515,353,31,117,0,76,NA,20
138840,4498,3686,357,151,61,65,43,18
138868,2260,351,296,1260,17,74,67,15
138901,1549,1353,81,26,17,45,41,20
138947,4252,2244,44,16,29,71,25,16
138956,4455,2336,355,1406,19,57,38,16
139144,2484,208,263,1805,12,84,100,12
139153,359,139,53,39,12,100,100,6
139199,2436,727,376,1044,67,65,20,11
139205,1338,336,111,700,97,48,44,15
139250,3468,682,316,2050,47,59,40,22
139278,6940,2368,812,3266,32,58,49,19
139311,6163,3806,714,644,88,71,62,20
139357,3307,1747,331,961,16,52,39,16
139366,7913,2839,688,3382,159,70,27,16
139384,7282,565,1811,4488,40,62,46,22
139393,1100,29,45,916,40,88,NA,13
139463,5135,216,1933,2579,63,71,50,21
139506,67,67,0,0,0,75,NA,20
139579,716,244,67,281,2,22,0,9
139621,1820,817,147,698,7,61,14,23
139630,950,120,66,574,115,71,0,11
139658,15175,2157,1446,4948,2792,96,100,10
139700,5382,907,1033,3013,44,59,53,21
139719,2897,2620,84,65,34,79,25,21
139755,53363,3009,3667,15832,13496,98,100,17
139764,3700,1076,121,2028,210,58,29,18
139861,7097,537,462,5587,47,82,100,17
139931,27423,6321,1857,15037,597,78,49,25
139940,34944,13959,4601,6487,2902,80,54,25
139959,43146,3164,3275,26951,2466,94,96,17
139968,3179,1110,185,1668,8,51,33,20
139986,6185,3215,565,1943,28,63,48,21
139995,338,181,35,122,0,74,69,24
140003,156,98,29,20,0,60,63,8
140012,11166,4151,2752,2348,248,58,49,20
140234,813,251,59,445,9,67,NA,13
140243,6908,528,2046,3709,71,58,56,20
140252,2714,566,561,1087,231,63,40,15
140331,11156,3138,2310,4667,169,68,54,23
140340,435,292,35,31,0,25,25,14
140447,9196,3091,735,3668,384,82,56,11
140553,2847,2769,6,2,10,87,50,14
140571,432,407,15,0,0,71,44,17
140678,2599,136,292,2014,9,58,60,14
140696,1425,281,427,398,43,73,NA,13
140720,390,371,19,0,0,54,17,11
140818,1857,390,165,1159,11,70,0,12
140827,65,11,12,33,4,67,NA,5
140872,1233,271,108,702,57,62,0,11
140942,3942,2009,462,1146,45,56,49,16
140951,18550,2294,1332,8706,3841,86,73,21
140960,3193,2701,154,114,64,75,25,21
140988,1318,270,125,728,27,61,50,14
141006,1795,933,125,630,21,77,50,15
141060,3417,2925,31,173,16,94,NA,11
141167,1471,625,67,504,29,49,25,12
141185,3067,342,266,2153,85,63,25,18
141237,2615,311,152,1830,15,67,50,15
141255,4466,1877,507,1880,15,63,49,16
141264,10262,3496,985,5001,131,72,53,17
141325,531,190,61,180,48,76,NA,8
141334,14337,4278,1160,7553,195,78,62,18
141361,1457,79,77,949,69,65,NA,13
141486,2709,77,351,332,12,70,42,11
141565,2668,31,432,497,116,73,47,11
141574,20028,279,2654,4192,1236,81,62,15
141608,85,5,11,5,0,100,NA,17
141644,4921,238,945,1098,314,56,25,15
141680,3342,74,492,284,35,55,62,18
141796,5914,98,788,612,373,63,45,15
141802,1335,12,221,182,23,61,48,11
141811,6471,116,1032,482,85,72,52,21
141981,2814,48,430,185,11,78,51,17
141990,2765,32,496,372,18,63,38,19
142054,478,12,128,250,2,70,NA,11
142090,94,2,1,87,2,56,100,14
142115,27198,557,4038,18962,371,79,47,20
142179,3013,22,420,2008,0,60,46,14
142276,13061,137,1802,7331,367,72,45,14
142285,12286,159,1007,8751,830,76,18,18
142294,1090,17,193,625,121,82,0,10
142328,3801,40,320,2709,53,61,41,16
142407,88,1,29,49,1,44,NA,14
142443,4585,46,322,3108,51,63,43,15
142461,1635,28,215,1187,28,77,100,14
142489,70,0,13,45,0,82,NA,14
142522,45585,294,4200,24308,1301,71,46,22
142559,10176,101,2347,4569,48,100,NA,25
142957,29,9,0,8,3,100,100,3
143048,3394,200,430,1176,987,84,100,10
143084,2570,124,332,1386,507,82,NA,12
143118,5923,498,2049,2650,31,77,0,18
143215,8492,1805,717,4932,28,68,55,17
143279,4001,548,683,2271,47,71,56,18
143288,513,91,50,364,0,67,NA,11
143358,4777,552,585,2751,352,83,33,11
143376,191,70,36,77,0,80,0,15
143464,82,49,20,13,0,50,100,13
143473,51,0,50,1,0,100,50,15
